what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1298152026820
java.vm.version,sysinfo,,,"19.1-b02",1298152026820
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1298152027907
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1298152028706
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1298152028714
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1298152028749
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298152031102
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1298152034555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152036972
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152038421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152038838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152075959
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152076891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152710608
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152711137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152712153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152712176
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152713390
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298152713559
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1298152713798
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1298152714046
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1298152714048
